"","Respondent","experiment","Choice_Set","Choice","alternative","Philips","Krups","Capacity5","Capacity10","Price59","Price79","Grinder","Filter","urb"
"1101",46,367,7,FALSE,3,0,1,1,0,0,1,1,0,0
"1102",46,368,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1103",46,368,8,TRUE,2,0,0,0,0,0,0,1,0,0
"1104",46,368,8,FALSE,3,0,1,1,0,0,1,1,0,0
"1105",47,369,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1106",47,369,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1107",47,369,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1108",47,370,2,TRUE,1,0,0,1,0,0,1,0,0,1
"1109",47,370,2,FALSE,2,1,0,0,0,0,1,1,1,1
"1110",47,370,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1111",47,371,3,FALSE,1,0,0,0,0,1,0,0,0,1
"1112",47,371,3,TRUE,2,0,0,0,0,0,0,1,1,1
"1113",47,371,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1114",47,372,4,FALSE,1,0,1,1,0,1,0,1,1,1
"1115",47,372,4,TRUE,2,0,0,0,0,1,0,0,1,1
"1116",47,372,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1117",47,373,5,TRUE,1,0,1,0,0,0,1,0,1,1
"1118",47,373,5,FALSE,2,1,0,0,1,1,0,1,0,1
"1119",47,373,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1120",47,374,6,TRUE,1,0,0,1,0,0,1,1,0,1
"1121",47,374,6,FALSE,2,1,0,0,0,0,1,0,0,1
"1122",47,374,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1123",47,375,7,TRUE,1,0,1,0,1,0,0,0,0,1
"1124",47,375,7,FALSE,2,1,0,1,0,0,0,0,1,1
"1125",47,375,7,FALSE,3,0,1,1,0,0,1,1,0,1
"1126",47,376,8,TRUE,1,0,0,0,1,0,1,0,1,1
"1127",47,376,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1128",47,376,8,FALSE,3,0,1,1,0,0,1,1,0,1
"1129",48,377,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1130",48,377,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1131",48,377,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1132",48,378,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1133",48,378,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1134",48,378,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1135",48,379,3,FALSE,1,0,0,0,0,1,0,0,0,1
"1136",48,379,3,TRUE,2,0,0,0,0,0,0,1,1,1
"1137",48,379,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1138",48,380,4,TRUE,1,0,1,1,0,1,0,1,1,1
"1139",48,380,4,FALSE,2,0,0,0,0,1,0,0,1,1
"1140",48,380,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1141",48,381,5,FALSE,1,0,1,0,0,0,1,0,1,1
"1142",48,381,5,TRUE,2,1,0,0,1,1,0,1,0,1
"1143",48,381,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1144",48,382,6,TRUE,1,0,0,1,0,0,1,1,0,1
"1145",48,382,6,FALSE,2,1,0,0,0,0,1,0,0,1
"1146",48,382,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1147",48,383,7,FALSE,1,0,1,0,1,0,0,0,0,1
"1148",48,383,7,FALSE,2,1,0,1,0,0,0,0,1,1
"1149",48,383,7,TRUE,3,0,1,1,0,0,1,1,0,1
"1150",48,384,8,TRUE,1,0,0,0,1,0,1,0,1,1
"1151",48,384,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1152",48,384,8,FALSE,3,0,1,1,0,0,1,1,0,1
"1153",49,385,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1154",49,385,1,TRUE,2,0,0,0,1,0,1,1,1,0
"1155",49,385,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1156",49,386,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1157",49,386,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1158",49,386,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1159",49,387,3,TRUE,1,0,0,0,0,1,0,0,0,0
"1160",49,387,3,FALSE,2,0,0,0,0,0,0,1,1,0
"1161",49,387,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1162",49,388,4,FALSE,1,0,1,1,0,1,0,1,1,0
"1163",49,388,4,TRUE,2,0,0,0,0,1,0,0,1,0
"1164",49,388,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1165",49,389,5,TRUE,1,0,1,0,0,0,1,0,1,0
"1166",49,389,5,FALSE,2,1,0,0,1,1,0,1,0,0
"1167",49,389,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1168",49,390,6,FALSE,1,0,0,1,0,0,1,1,0,0
"1169",49,390,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1170",49,390,6,TRUE,3,0,1,1,0,0,1,1,0,0
"1171",49,391,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1172",49,391,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1173",49,391,7,TRUE,3,0,1,1,0,0,1,1,0,0
"1174",49,392,8,TRUE,1,0,0,0,1,0,1,0,1,0
"1175",49,392,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1176",49,392,8,FALSE,3,0,1,1,0,0,1,1,0,0
"1177",50,393,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1178",50,393,1,TRUE,2,0,0,0,1,0,1,1,1,0
"1179",50,393,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1180",50,394,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1181",50,394,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1182",50,394,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1183",50,395,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1184",50,395,3,TRUE,2,0,0,0,0,0,0,1,1,0
"1185",50,395,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1186",50,396,4,FALSE,1,0,1,1,0,1,0,1,1,0
"1187",50,396,4,TRUE,2,0,0,0,0,1,0,0,1,0
"1188",50,396,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1189",50,397,5,TRUE,1,0,1,0,0,0,1,0,1,0
"1190",50,397,5,FALSE,2,1,0,0,1,1,0,1,0,0
"1191",50,397,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1192",50,398,6,FALSE,1,0,0,1,0,0,1,1,0,0
"1193",50,398,6,TRUE,2,1,0,0,0,0,1,0,0,0
"1194",50,398,6,FALSE,3,0,1,1,0,0,1,1,0,0
"1195",50,399,7,TRUE,1,0,1,0,1,0,0,0,0,0
"1196",50,399,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1197",50,399,7,FALSE,3,0,1,1,0,0,1,1,0,0
"1198",50,400,8,TRUE,1,0,0,0,1,0,1,0,1,0
"1199",50,400,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1200",50,400,8,FALSE,3,0,1,1,0,0,1,1,0,0
"1201",51,401,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1202",51,401,1,TRUE,2,0,0,0,1,0,1,1,1,0
"1203",51,401,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1204",51,402,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1205",51,402,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1206",51,402,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1207",51,403,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1208",51,403,3,TRUE,2,0,0,0,0,0,0,1,1,0
"1209",51,403,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1210",51,404,4,FALSE,1,0,1,1,0,1,0,1,1,0
"1211",51,404,4,TRUE,2,0,0,0,0,1,0,0,1,0
"1212",51,404,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1213",51,405,5,TRUE,1,0,1,0,0,0,1,0,1,0
"1214",51,405,5,FALSE,2,1,0,0,1,1,0,1,0,0
"1215",51,405,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1216",51,406,6,FALSE,1,0,0,1,0,0,1,1,0,0
"1217",51,406,6,TRUE,2,1,0,0,0,0,1,0,0,0
"1218",51,406,6,FALSE,3,0,1,1,0,0,1,1,0,0
"1219",51,407,7,TRUE,1,0,1,0,1,0,0,0,0,0
"1220",51,407,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1221",51,407,7,FALSE,3,0,1,1,0,0,1,1,0,0
"1222",51,408,8,TRUE,1,0,0,0,1,0,1,0,1,0
"1223",51,408,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1224",51,408,8,FALSE,3,0,1,1,0,0,1,1,0,0
"1225",52,409,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1226",52,409,1,TRUE,2,0,0,0,1,0,1,1,1,0
"1227",52,409,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1228",52,410,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1229",52,410,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1230",52,410,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1231",52,411,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1232",52,411,3,TRUE,2,0,0,0,0,0,0,1,1,0
"1233",52,411,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1234",52,412,4,TRUE,1,0,1,1,0,1,0,1,1,0
"1235",52,412,4,FALSE,2,0,0,0,0,1,0,0,1,0
"1236",52,412,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1237",52,413,5,FALSE,1,0,1,0,0,0,1,0,1,0
"1238",52,413,5,TRUE,2,1,0,0,1,1,0,1,0,0
"1239",52,413,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1240",52,414,6,FALSE,1,0,0,1,0,0,1,1,0,0
"1241",52,414,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1242",52,414,6,TRUE,3,0,1,1,0,0,1,1,0,0
"1243",52,415,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1244",52,415,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1245",52,415,7,TRUE,3,0,1,1,0,0,1,1,0,0
"1246",52,416,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1247",52,416,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1248",52,416,8,TRUE,3,0,1,1,0,0,1,1,0,0
"1249",53,417,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1250",53,417,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1251",53,417,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1252",53,418,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1253",53,418,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1254",53,418,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1255",53,419,3,TRUE,1,0,0,0,0,1,0,0,0,1
"1256",53,419,3,FALSE,2,0,0,0,0,0,0,1,1,1
"1257",53,419,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1258",53,420,4,FALSE,1,0,1,1,0,1,0,1,1,1
"1259",53,420,4,TRUE,2,0,0,0,0,1,0,0,1,1
"1260",53,420,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1261",53,421,5,TRUE,1,0,1,0,0,0,1,0,1,1
"1262",53,421,5,FALSE,2,1,0,0,1,1,0,1,0,1
"1263",53,421,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1264",53,422,6,FALSE,1,0,0,1,0,0,1,1,0,1
"1265",53,422,6,TRUE,2,1,0,0,0,0,1,0,0,1
"1266",53,422,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1267",53,423,7,TRUE,1,0,1,0,1,0,0,0,0,1
"1268",53,423,7,FALSE,2,1,0,1,0,0,0,0,1,1
"1269",53,423,7,FALSE,3,0,1,1,0,0,1,1,0,1
"1270",53,424,8,TRUE,1,0,0,0,1,0,1,0,1,1
"1271",53,424,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1272",53,424,8,FALSE,3,0,1,1,0,0,1,1,0,1
"1273",54,425,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1274",54,425,1,TRUE,2,0,0,0,1,0,1,1,1,0
"1275",54,425,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1276",54,426,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1277",54,426,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1278",54,426,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1279",54,427,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1280",54,427,3,FALSE,2,0,0,0,0,0,0,1,1,0
"1281",54,427,3,TRUE,3,0,1,1,0,0,1,1,0,0
"1282",54,428,4,TRUE,1,0,1,1,0,1,0,1,1,0
"1283",54,428,4,FALSE,2,0,0,0,0,1,0,0,1,0
"1284",54,428,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1285",54,429,5,FALSE,1,0,1,0,0,0,1,0,1,0
"1286",54,429,5,TRUE,2,1,0,0,1,1,0,1,0,0
"1287",54,429,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1288",54,430,6,TRUE,1,0,0,1,0,0,1,1,0,0
"1289",54,430,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1290",54,430,6,FALSE,3,0,1,1,0,0,1,1,0,0
"1291",54,431,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1292",54,431,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1293",54,431,7,TRUE,3,0,1,1,0,0,1,1,0,0
"1294",54,432,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1295",54,432,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1296",54,432,8,TRUE,3,0,1,1,0,0,1,1,0,0
"1297",55,433,1,TRUE,1,0,1,0,0,0,1,1,0,0
"1298",55,433,1,FALSE,2,0,0,0,1,0,1,1,1,0
"1299",55,433,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1300",55,434,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1301",55,434,2,FALSE,2,1,0,0,0,0,1,1,1,0
"1302",55,434,2,TRUE,3,0,1,1,0,0,1,1,0,0
"1303",55,435,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1304",55,435,3,FALSE,2,0,0,0,0,0,0,1,1,0
"1305",55,435,3,TRUE,3,0,1,1,0,0,1,1,0,0
"1306",55,436,4,FALSE,1,0,1,1,0,1,0,1,1,0
"1307",55,436,4,FALSE,2,0,0,0,0,1,0,0,1,0
"1308",55,436,4,TRUE,3,0,1,1,0,0,1,1,0,0
"1309",55,437,5,FALSE,1,0,1,0,0,0,1,0,1,0
"1310",55,437,5,FALSE,2,1,0,0,1,1,0,1,0,0
"1311",55,437,5,TRUE,3,0,1,1,0,0,1,1,0,0
"1312",55,438,6,FALSE,1,0,0,1,0,0,1,1,0,0
"1313",55,438,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1314",55,438,6,TRUE,3,0,1,1,0,0,1,1,0,0
"1315",55,439,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1316",55,439,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1317",55,439,7,TRUE,3,0,1,1,0,0,1,1,0,0
"1318",55,440,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1319",55,440,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1320",55,440,8,TRUE,3,0,1,1,0,0,1,1,0,0
"1321",56,441,1,TRUE,1,0,1,0,0,0,1,1,0,1
"1322",56,441,1,FALSE,2,0,0,0,1,0,1,1,1,1
"1323",56,441,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1324",56,442,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1325",56,442,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1326",56,442,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1327",56,443,3,TRUE,1,0,0,0,0,1,0,0,0,1
"1328",56,443,3,FALSE,2,0,0,0,0,0,0,1,1,1
"1329",56,443,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1330",56,444,4,FALSE,1,0,1,1,0,1,0,1,1,1
"1331",56,444,4,TRUE,2,0,0,0,0,1,0,0,1,1
"1332",56,444,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1333",56,445,5,TRUE,1,0,1,0,0,0,1,0,1,1
"1334",56,445,5,FALSE,2,1,0,0,1,1,0,1,0,1
"1335",56,445,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1336",56,446,6,FALSE,1,0,0,1,0,0,1,1,0,1
"1337",56,446,6,TRUE,2,1,0,0,0,0,1,0,0,1
"1338",56,446,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1339",56,447,7,FALSE,1,0,1,0,1,0,0,0,0,1
"1340",56,447,7,FALSE,2,1,0,1,0,0,0,0,1,1
"1341",56,447,7,TRUE,3,0,1,1,0,0,1,1,0,1
"1342",56,448,8,FALSE,1,0,0,0,1,0,1,0,1,1
"1343",56,448,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1344",56,448,8,TRUE,3,0,1,1,0,0,1,1,0,1
"1345",57,449,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1346",57,449,1,FALSE,2,0,0,0,1,0,1,1,1,0
"1347",57,449,1,TRUE,3,0,1,1,0,0,1,1,0,0
"1348",57,450,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1349",57,450,2,FALSE,2,1,0,0,0,0,1,1,1,0
"1350",57,450,2,TRUE,3,0,1,1,0,0,1,1,0,0
"1351",57,451,3,TRUE,1,0,0,0,0,1,0,0,0,0
"1352",57,451,3,FALSE,2,0,0,0,0,0,0,1,1,0
"1353",57,451,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1354",57,452,4,TRUE,1,0,1,1,0,1,0,1,1,0
"1355",57,452,4,FALSE,2,0,0,0,0,1,0,0,1,0
"1356",57,452,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1357",57,453,5,FALSE,1,0,1,0,0,0,1,0,1,0
"1358",57,453,5,TRUE,2,1,0,0,1,1,0,1,0,0
"1359",57,453,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1360",57,454,6,TRUE,1,0,0,1,0,0,1,1,0,0
"1361",57,454,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1362",57,454,6,FALSE,3,0,1,1,0,0,1,1,0,0
"1363",57,455,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1364",57,455,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1365",57,455,7,TRUE,3,0,1,1,0,0,1,1,0,0
"1366",57,456,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1367",57,456,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1368",57,456,8,TRUE,3,0,1,1,0,0,1,1,0,0
"1369",58,457,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1370",58,457,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1371",58,457,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1372",58,458,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1373",58,458,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1374",58,458,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1375",58,459,3,TRUE,1,0,0,0,0,1,0,0,0,1
"1376",58,459,3,FALSE,2,0,0,0,0,0,0,1,1,1
"1377",58,459,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1378",58,460,4,TRUE,1,0,1,1,0,1,0,1,1,1
"1379",58,460,4,FALSE,2,0,0,0,0,1,0,0,1,1
"1380",58,460,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1381",58,461,5,FALSE,1,0,1,0,0,0,1,0,1,1
"1382",58,461,5,TRUE,2,1,0,0,1,1,0,1,0,1
"1383",58,461,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1384",58,462,6,FALSE,1,0,0,1,0,0,1,1,0,1
"1385",58,462,6,TRUE,2,1,0,0,0,0,1,0,0,1
"1386",58,462,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1387",58,463,7,TRUE,1,0,1,0,1,0,0,0,0,1
"1388",58,463,7,FALSE,2,1,0,1,0,0,0,0,1,1
"1389",58,463,7,FALSE,3,0,1,1,0,0,1,1,0,1
"1390",58,464,8,TRUE,1,0,0,0,1,0,1,0,1,1
"1391",58,464,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1392",58,464,8,FALSE,3,0,1,1,0,0,1,1,0,1
"1393",59,465,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1394",59,465,1,FALSE,2,0,0,0,1,0,1,1,1,0
"1395",59,465,1,TRUE,3,0,1,1,0,0,1,1,0,0
"1396",59,466,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1397",59,466,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1398",59,466,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1399",59,467,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1400",59,467,3,TRUE,2,0,0,0,0,0,0,1,1,0
"1401",59,467,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1402",59,468,4,FALSE,1,0,1,1,0,1,0,1,1,0
"1403",59,468,4,TRUE,2,0,0,0,0,1,0,0,1,0
"1404",59,468,4,FALSE,3,0,1,1,0,0,1,1,0,0
"1405",59,469,5,FALSE,1,0,1,0,0,0,1,0,1,0
"1406",59,469,5,FALSE,2,1,0,0,1,1,0,1,0,0
"1407",59,469,5,TRUE,3,0,1,1,0,0,1,1,0,0
"1408",59,470,6,FALSE,1,0,0,1,0,0,1,1,0,0
"1409",59,470,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1410",59,470,6,TRUE,3,0,1,1,0,0,1,1,0,0
"1411",59,471,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1412",59,471,7,TRUE,2,1,0,1,0,0,0,0,1,0
"1413",59,471,7,FALSE,3,0,1,1,0,0,1,1,0,0
"1414",59,472,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1415",59,472,8,FALSE,2,0,0,0,0,0,0,1,0,0
"1416",59,472,8,TRUE,3,0,1,1,0,0,1,1,0,0
"1417",60,473,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1418",60,473,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1419",60,473,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1420",60,474,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1421",60,474,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1422",60,474,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1423",60,475,3,TRUE,1,0,0,0,0,1,0,0,0,1
"1424",60,475,3,FALSE,2,0,0,0,0,0,0,1,1,1
"1425",60,475,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1426",60,476,4,FALSE,1,0,1,1,0,1,0,1,1,1
"1427",60,476,4,TRUE,2,0,0,0,0,1,0,0,1,1
"1428",60,476,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1429",60,477,5,TRUE,1,0,1,0,0,0,1,0,1,1
"1430",60,477,5,FALSE,2,1,0,0,1,1,0,1,0,1
"1431",60,477,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1432",60,478,6,FALSE,1,0,0,1,0,0,1,1,0,1
"1433",60,478,6,TRUE,2,1,0,0,0,0,1,0,0,1
"1434",60,478,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1435",60,479,7,TRUE,1,0,1,0,1,0,0,0,0,1
"1436",60,479,7,FALSE,2,1,0,1,0,0,0,0,1,1
"1437",60,479,7,FALSE,3,0,1,1,0,0,1,1,0,1
"1438",60,480,8,TRUE,1,0,0,0,1,0,1,0,1,1
"1439",60,480,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1440",60,480,8,FALSE,3,0,1,1,0,0,1,1,0,1
"1441",61,481,1,FALSE,1,0,1,0,0,0,1,1,0,0
"1442",61,481,1,TRUE,2,0,0,0,1,0,1,1,1,0
"1443",61,481,1,FALSE,3,0,1,1,0,0,1,1,0,0
"1444",61,482,2,FALSE,1,0,0,1,0,0,1,0,0,0
"1445",61,482,2,TRUE,2,1,0,0,0,0,1,1,1,0
"1446",61,482,2,FALSE,3,0,1,1,0,0,1,1,0,0
"1447",61,483,3,FALSE,1,0,0,0,0,1,0,0,0,0
"1448",61,483,3,TRUE,2,0,0,0,0,0,0,1,1,0
"1449",61,483,3,FALSE,3,0,1,1,0,0,1,1,0,0
"1450",61,484,4,FALSE,1,0,1,1,0,1,0,1,1,0
"1451",61,484,4,FALSE,2,0,0,0,0,1,0,0,1,0
"1452",61,484,4,TRUE,3,0,1,1,0,0,1,1,0,0
"1453",61,485,5,FALSE,1,0,1,0,0,0,1,0,1,0
"1454",61,485,5,TRUE,2,1,0,0,1,1,0,1,0,0
"1455",61,485,5,FALSE,3,0,1,1,0,0,1,1,0,0
"1456",61,486,6,TRUE,1,0,0,1,0,0,1,1,0,0
"1457",61,486,6,FALSE,2,1,0,0,0,0,1,0,0,0
"1458",61,486,6,FALSE,3,0,1,1,0,0,1,1,0,0
"1459",61,487,7,FALSE,1,0,1,0,1,0,0,0,0,0
"1460",61,487,7,FALSE,2,1,0,1,0,0,0,0,1,0
"1461",61,487,7,TRUE,3,0,1,1,0,0,1,1,0,0
"1462",61,488,8,FALSE,1,0,0,0,1,0,1,0,1,0
"1463",61,488,8,TRUE,2,0,0,0,0,0,0,1,0,0
"1464",61,488,8,FALSE,3,0,1,1,0,0,1,1,0,0
"1465",62,489,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1466",62,489,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1467",62,489,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1468",62,490,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1469",62,490,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1470",62,490,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1471",62,491,3,FALSE,1,0,0,0,0,1,0,0,0,1
"1472",62,491,3,TRUE,2,0,0,0,0,0,0,1,1,1
"1473",62,491,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1474",62,492,4,FALSE,1,0,1,1,0,1,0,1,1,1
"1475",62,492,4,TRUE,2,0,0,0,0,1,0,0,1,1
"1476",62,492,4,FALSE,3,0,1,1,0,0,1,1,0,1
"1477",62,493,5,FALSE,1,0,1,0,0,0,1,0,1,1
"1478",62,493,5,TRUE,2,1,0,0,1,1,0,1,0,1
"1479",62,493,5,FALSE,3,0,1,1,0,0,1,1,0,1
"1480",62,494,6,FALSE,1,0,0,1,0,0,1,1,0,1
"1481",62,494,6,TRUE,2,1,0,0,0,0,1,0,0,1
"1482",62,494,6,FALSE,3,0,1,1,0,0,1,1,0,1
"1483",62,495,7,FALSE,1,0,1,0,1,0,0,0,0,1
"1484",62,495,7,TRUE,2,1,0,1,0,0,0,0,1,1
"1485",62,495,7,FALSE,3,0,1,1,0,0,1,1,0,1
"1486",62,496,8,TRUE,1,0,0,0,1,0,1,0,1,1
"1487",62,496,8,FALSE,2,0,0,0,0,0,0,1,0,1
"1488",62,496,8,FALSE,3,0,1,1,0,0,1,1,0,1
"1489",63,497,1,FALSE,1,0,1,0,0,0,1,1,0,1
"1490",63,497,1,TRUE,2,0,0,0,1,0,1,1,1,1
"1491",63,497,1,FALSE,3,0,1,1,0,0,1,1,0,1
"1492",63,498,2,FALSE,1,0,0,1,0,0,1,0,0,1
"1493",63,498,2,TRUE,2,1,0,0,0,0,1,1,1,1
"1494",63,498,2,FALSE,3,0,1,1,0,0,1,1,0,1
"1495",63,499,3,TRUE,1,0,0,0,0,1,0,0,0,1
"1496",63,499,3,FALSE,2,0,0,0,0,0,0,1,1,1
"1497",63,499,3,FALSE,3,0,1,1,0,0,1,1,0,1
"1498",63,500,4,FALSE,1,0,1,1,0,1,0,1,1,1
